efficiency_mh_j
1.724137931
1.724137931
1.25
1.25
2.166666667
1.037037037
1.25
1.25
1.161290323
0.6727272727
0.5792
0.5324827586
0.1455555556
0.3093717333
0.3815028902
2.166666667
0.6382978723
2.166666667
2.083333333
1.875
0.5204008929
0.7244394619
0.4740214493
0.5478737288
0.3590361446
0.3006666667
0.652173913
0.4328994709
0.4056834532
0.3069066667
0.4976887805
0.4734234234
0.7285714286
0.3886326446
0.367825
0.2323295455
0.4512727273
0.8666666667
0.5555555556
0.5538461538
0.50175
0.4389041096
0.39
0.5178688525
0.3863125
0.4368421053
0.528082906
0.4369553571
0.4178
0.85
0.5263157895
0.4005346535
0.4005346535
0.3264148936
0.07532501333
0.3511777778
0.3264148936
0.2319947917
0.2958064885
0.2127897727
0.5965054945
0.4898214286
0.212
0.5364102564
0.18516
0.2452336782
0.2461213333
0.1967021277
0.224
0.4462650602
0.18458125
0.2246809816
0.394753
0.2422616234
0.3692307692
0.6666666667
0.34875
0.225
0.25
0.1927538462
0.2024883636
0.2664544262
0.46478125
0.1833333333
0.1934965986
0.2880274545
0.2896771765
0.1978438889
0.2208248227
0.391425
0.3897619048
0.2282666667
0.1709571429
0.2175039048
0.2283428571
0.2666666667
0.21875
0.3125416667
0.4509685714
0.1920326923
0.3846153846
0.3249764493
0.1948195489
0.2197375
0.088
0.1176470588
0.06
0.086
0.2042625
0.1403478261
0.0163
0.2083333333
0.008545454545
0.6727272727
0.5792
0.5324827586
0.1455555556
0.3093717333
0.3815028902
0.5204008929
0.7244394619
0.4740214493
0.5478737288
0.3590361446
0.3006666667
0.4328994709
0.4056834532
0.3069066667
0.4976887805
0.4734234234
0.7285714286
0.3886326446
0.367825
0.2323295455
0.4512727273
0.50175
0.4389041096
0.39
0.5178688525
0.3863125
0.4368421053
0.528082906
0.4369553571
0.4178
0.85
0.4005346535
0.4005346535
0.3264148936
0.07532501333
0.3511777778
0.3264148936
0.2319947917
0.2958064885
0.2127897727
0.5965054945
0.4898214286
0.212
0.5364102564
0.18516
0.2452336782
0.2461213333
0.1967021277
0.224
0.4462650602
0.18458125
0.2246809816
0.394753
0.2422616234
0.3692307692
0.34875
0.1927538462
0.2024883636
0.2664544262
0.46478125
0.1934965986
0.2880274545
0.2896771765
0.1978438889
0.2208248227
0.391425
0.3897619048
0.2282666667
0.1709571429
0.2175039048
0.2283428571
0.2666666667
0.21875
0.3125416667
0.4509685714
0.1920326923
0.3846153846
0.3249764493
0.1948195489
0.2197375
0.088
0.1176470588
0.06
0.086
0.2042625
0.1403478261
0.0163
0.2083333333
0.008545454545
